dept_no,dept_name,emp_no,emp_from_date,emp_to_date,manager_no,birth_date,employee_name,salary,salary_from_date,salary_to_date,title,title_from_date,title_to_date,gender
d004,Production,10030,1994-02-17,9999-01-01,110039,1958-07-14,"Elvis Demeyer",72795,1996-02-17,1997-02-16,"Senior Engineer",2001-02-17,9999-01-01,M
d004,Production,10030,1994-02-17,9999-01-01,110039,1958-07-14,"Elvis Demeyer",76453,1997-02-16,1998-02-16,"Senior Engineer",2001-02-17,9999-01-01,M
d004,Production,10030,1994-02-17,9999-01-01,110039,1958-07-14,"Elvis Demeyer",79290,1998-02-16,1999-02-16,"Senior Engineer",2001-02-17,9999-01-01,M
d004,Production,10030,1994-02-17,9999-01-01,110039,1958-07-14,"Elvis Demeyer",83327,1999-02-16,2000-02-16,"Senior Engineer",2001-02-17,9999-01-01,M
d004,Production,10030,1994-02-17,9999-01-01,110039,1958-07-14,"Elvis Demeyer",86634,2000-02-16,2001-02-15,"Senior Engineer",2001-02-17,9999-01-01,M
d004,Production,10030,1994-02-17,9999-01-01,110039,1958-07-14,"Elvis Demeyer",87027,2001-02-15,2002-02-15,"Senior Engineer",2001-02-17,9999-01-01,M
d004,Production,10030,1994-02-17,9999-01-01,110039,1958-07-14,"Elvis Demeyer",88806,2002-02-15,9999-01-01,"Senior Engineer",2001-02-17,9999-01-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",40000,1991-09-01,1992-08-31,Engineer,1991-09-01,1998-09-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",40859,1992-08-31,1993-08-31,Engineer,1991-09-01,1998-09-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",41881,1993-08-31,1994-08-31,Engineer,1991-09-01,1998-09-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",44191,1994-08-31,1995-08-31,Engineer,1991-09-01,1998-09-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",47202,1995-08-31,1996-08-30,Engineer,1991-09-01,1998-09-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",47606,1996-08-30,1997-08-30,Engineer,1991-09-01,1998-09-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",50810,1997-08-30,1998-08-30,Engineer,1991-09-01,1998-09-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",52675,1998-08-30,1999-08-30,Engineer,1991-09-01,1998-09-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",54177,1999-08-30,2000-08-29,Engineer,1991-09-01,1998-09-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",53873,2000-08-29,2001-08-29,Engineer,1991-09-01,1998-09-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",56689,2001-08-29,9999-01-01,Engineer,1991-09-01,1998-09-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",40000,1991-09-01,1992-08-31,"Senior Engineer",1998-09-01,9999-01-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",40859,1992-08-31,1993-08-31,"Senior Engineer",1998-09-01,9999-01-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",41881,1993-08-31,1994-08-31,"Senior Engineer",1998-09-01,9999-01-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",44191,1994-08-31,1995-08-31,"Senior Engineer",1998-09-01,9999-01-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",47202,1995-08-31,1996-08-30,"Senior Engineer",1998-09-01,9999-01-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",47606,1996-08-30,1997-08-30,"Senior Engineer",1998-09-01,9999-01-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",50810,1997-08-30,1998-08-30,"Senior Engineer",1998-09-01,9999-01-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",52675,1998-08-30,1999-08-30,"Senior Engineer",1998-09-01,9999-01-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",54177,1999-08-30,2000-08-29,"Senior Engineer",1998-09-01,9999-01-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",53873,2000-08-29,2001-08-29,"Senior Engineer",1998-09-01,9999-01-01,M
d005,Development,10031,1991-09-01,9999-01-01,110039,1959-01-27,"Karsten Joslin",56689,2001-08-29,9999-01-01,"Senior Engineer",1998-09-01,9999-01-01,M
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",48426,1990-06-20,1991-06-20,Engineer,1990-06-20,1995-06-20,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",49389,1991-06-20,1992-06-19,Engineer,1990-06-20,1995-06-20,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",52000,1992-06-19,1993-06-19,Engineer,1990-06-20,1995-06-20,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",53038,1993-06-19,1994-06-19,Engineer,1990-06-20,1995-06-20,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",54336,1994-06-19,1995-06-19,Engineer,1990-06-20,1995-06-20,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",53978,1995-06-19,1996-06-18,Engineer,1990-06-20,1995-06-20,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",55090,1996-06-18,1997-06-18,Engineer,1990-06-20,1995-06-20,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",57110,1997-06-18,1998-06-18,Engineer,1990-06-20,1995-06-20,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",57926,1998-06-18,1999-06-18,Engineer,1990-06-20,1995-06-20,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",57876,1999-06-18,2000-06-17,Engineer,1990-06-20,1995-06-20,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",61709,2000-06-17,2001-06-17,Engineer,1990-06-20,1995-06-20,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",65820,2001-06-17,2002-06-17,Engineer,1990-06-20,1995-06-20,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",69539,2002-06-17,9999-01-01,Engineer,1990-06-20,1995-06-20,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",48426,1990-06-20,1991-06-20,"Senior Engineer",1995-06-20,9999-01-01,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",49389,1991-06-20,1992-06-19,"Senior Engineer",1995-06-20,9999-01-01,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",52000,1992-06-19,1993-06-19,"Senior Engineer",1995-06-20,9999-01-01,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",53038,1993-06-19,1994-06-19,"Senior Engineer",1995-06-20,9999-01-01,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",54336,1994-06-19,1995-06-19,"Senior Engineer",1995-06-20,9999-01-01,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",53978,1995-06-19,1996-06-18,"Senior Engineer",1995-06-20,9999-01-01,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",55090,1996-06-18,1997-06-18,"Senior Engineer",1995-06-20,9999-01-01,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",57110,1997-06-18,1998-06-18,"Senior Engineer",1995-06-20,9999-01-01,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",57926,1998-06-18,1999-06-18,"Senior Engineer",1995-06-20,9999-01-01,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",57876,1999-06-18,2000-06-17,"Senior Engineer",1995-06-20,9999-01-01,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",61709,2000-06-17,2001-06-17,"Senior Engineer",1995-06-20,9999-01-01,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",65820,2001-06-17,2002-06-17,"Senior Engineer",1995-06-20,9999-01-01,F
d004,Production,10032,1990-06-20,9999-01-01,110039,1960-08-09,"Jeong Reistad",69539,2002-06-17,9999-01-01,"Senior Engineer",1995-06-20,9999-01-01,F
d006,"Quality Management",10033,1987-03-18,1993-03-24,110039,1956-11-14,"Arif Merlo",51258,1987-03-18,1988-03-17,"Technique Leader",1987-03-18,1993-03-24,NULL
d006,"Quality Management",10033,1987-03-18,1993-03-24,110039,1956-11-14,"Arif Merlo",54972,1988-03-17,1989-03-17,"Technique Leader",1987-03-18,1993-03-24,NULL
d006,"Quality Management",10033,1987-03-18,1993-03-24,110039,1956-11-14,"Arif Merlo",55410,1989-03-17,1990-03-17,"Technique Leader",1987-03-18,1993-03-24,NULL
d006,"Quality Management",10033,1987-03-18,1993-03-24,110039,1956-11-14,"Arif Merlo",56095,1990-03-17,1991-03-17,"Technique Leader",1987-03-18,1993-03-24,NULL
d006,"Quality Management",10033,1987-03-18,1993-03-24,110039,1956-11-14,"Arif Merlo",56038,1991-03-17,1992-03-16,"Technique Leader",1987-03-18,1993-03-24,NULL
d006,"Quality Management",10033,1987-03-18,1993-03-24,110039,1956-11-14,"Arif Merlo",57712,1992-03-16,1993-03-16,"Technique Leader",1987-03-18,1993-03-24,NULL
d006,"Quality Management",10033,1987-03-18,1993-03-24,110039,1956-11-14,"Arif Merlo",60433,1993-03-16,1993-03-24,"Technique Leader",1987-03-18,1993-03-24,NULL
d007,Sales,10034,1995-04-12,1999-10-31,110039,1962-12-29,"Bader Swan",47561,1995-04-12,1996-04-11,Staff,1995-04-12,1999-10-31,NULL
d007,Sales,10034,1995-04-12,1999-10-31,110039,1962-12-29,"Bader Swan",51192,1996-04-11,1997-04-11,Staff,1995-04-12,1999-10-31,NULL
d007,Sales,10034,1995-04-12,1999-10-31,110039,1962-12-29,"Bader Swan",52687,1997-04-11,1998-04-11,Staff,1995-04-12,1999-10-31,NULL
d007,Sales,10034,1995-04-12,1999-10-31,110039,1962-12-29,"Bader Swan",53112,1998-04-11,1999-04-11,Staff,1995-04-12,1999-10-31,NULL
d007,Sales,10034,1995-04-12,1999-10-31,110039,1962-12-29,"Bader Swan",53164,1999-04-11,1999-10-31,Staff,1995-04-12,1999-10-31,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",41538,1988-09-05,1989-09-05,Engineer,1988-09-05,1996-09-05,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",45131,1989-09-05,1990-09-05,Engineer,1988-09-05,1996-09-05,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",45629,1990-09-05,1991-09-05,Engineer,1988-09-05,1996-09-05,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",48360,1991-09-05,1992-09-04,Engineer,1988-09-05,1996-09-05,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",50664,1992-09-04,1993-09-04,Engineer,1988-09-05,1996-09-05,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",53060,1993-09-04,1994-09-04,Engineer,1988-09-05,1996-09-05,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",56640,1994-09-04,1995-09-04,Engineer,1988-09-05,1996-09-05,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",57621,1995-09-04,1996-09-03,Engineer,1988-09-05,1996-09-05,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",59291,1996-09-03,1997-09-03,Engineer,1988-09-05,1996-09-05,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",61793,1997-09-03,1998-09-03,Engineer,1988-09-05,1996-09-05,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",62285,1998-09-03,1999-09-03,Engineer,1988-09-05,1996-09-05,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",65332,1999-09-03,2000-09-02,Engineer,1988-09-05,1996-09-05,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",66584,2000-09-02,2001-09-02,Engineer,1988-09-05,1996-09-05,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",68755,2001-09-02,9999-01-01,Engineer,1988-09-05,1996-09-05,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",41538,1988-09-05,1989-09-05,"Senior Engineer",1996-09-05,9999-01-01,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",45131,1989-09-05,1990-09-05,"Senior Engineer",1996-09-05,9999-01-01,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",45629,1990-09-05,1991-09-05,"Senior Engineer",1996-09-05,9999-01-01,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",48360,1991-09-05,1992-09-04,"Senior Engineer",1996-09-05,9999-01-01,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",50664,1992-09-04,1993-09-04,"Senior Engineer",1996-09-05,9999-01-01,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",53060,1993-09-04,1994-09-04,"Senior Engineer",1996-09-05,9999-01-01,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",56640,1994-09-04,1995-09-04,"Senior Engineer",1996-09-05,9999-01-01,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",57621,1995-09-04,1996-09-03,"Senior Engineer",1996-09-05,9999-01-01,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",59291,1996-09-03,1997-09-03,"Senior Engineer",1996-09-05,9999-01-01,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",61793,1997-09-03,1998-09-03,"Senior Engineer",1996-09-05,9999-01-01,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",62285,1998-09-03,1999-09-03,"Senior Engineer",1996-09-05,9999-01-01,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",65332,1999-09-03,2000-09-02,"Senior Engineer",1996-09-05,9999-01-01,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",66584,2000-09-02,2001-09-02,"Senior Engineer",1996-09-05,9999-01-01,NULL
d004,Production,10035,1988-09-05,9999-01-01,110039,1953-02-08,"Alain Chappelet",68755,2001-09-02,9999-01-01,"Senior Engineer",1996-09-05,9999-01-01,NULL
d003,"Human Resources",10036,1992-04-28,9999-01-01,110039,1959-08-10,"Adamantios Portugali",42819,1992-04-28,1993-04-28,"Senior Staff",1992-04-28,9999-01-01,M
d003,"Human Resources",10036,1992-04-28,9999-01-01,110039,1959-08-10,"Adamantios Portugali",46756,1993-04-28,1994-04-28,"Senior Staff",1992-04-28,9999-01-01,M
d003,"Human Resources",10036,1992-04-28,9999-01-01,110039,1959-08-10,"Adamantios Portugali",51084,1994-04-28,1995-04-28,"Senior Staff",1992-04-28,9999-01-01,M
d003,"Human Resources",10036,1992-04-28,9999-01-01,110039,1959-08-10,"Adamantios Portugali",52308,1995-04-28,1996-04-27,"Senior Staff",1992-04-28,9999-01-01,M
d003,"Human Resources",10036,1992-04-28,9999-01-01,110039,1959-08-10,"Adamantios Portugali",53828,1996-04-27,1997-04-27,"Senior Staff",1992-04-28,9999-01-01,M
d003,"Human Resources",10036,1992-04-28,9999-01-01,110039,1959-08-10,"Adamantios Portugali",54408,1997-04-27,1998-04-27,"Senior Staff",1992-04-28,9999-01-01,M
d003,"Human Resources",10036,1992-04-28,9999-01-01,110039,1959-08-10,"Adamantios Portugali",53929,1998-04-27,1999-04-27,"Senior Staff",1992-04-28,9999-01-01,M
d003,"Human Resources",10036,1992-04-28,9999-01-01,110039,1959-08-10,"Adamantios Portugali",56579,1999-04-27,2000-04-26,"Senior Staff",1992-04-28,9999-01-01,M
d003,"Human Resources",10036,1992-04-28,9999-01-01,110039,1959-08-10,"Adamantios Portugali",60478,2000-04-26,2001-04-26,"Senior Staff",1992-04-28,9999-01-01,M
d003,"Human Resources",10036,1992-04-28,9999-01-01,110039,1959-08-10,"Adamantios Portugali",60520,2001-04-26,2002-04-26,"Senior Staff",1992-04-28,9999-01-01,M
d003,"Human Resources",10036,1992-04-28,9999-01-01,110039,1959-08-10,"Adamantios Portugali",63053,2002-04-26,9999-01-01,"Senior Staff",1992-04-28,9999-01-01,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",40000,1990-12-05,1991-12-05,Engineer,1990-12-05,1995-12-05,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",39765,1991-12-05,1992-12-04,Engineer,1990-12-05,1995-12-05,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",43565,1992-12-04,1993-12-04,Engineer,1990-12-05,1995-12-05,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",43104,1993-12-04,1994-12-04,Engineer,1990-12-05,1995-12-05,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",46100,1994-12-04,1995-12-04,Engineer,1990-12-05,1995-12-05,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",49735,1995-12-04,1996-12-03,Engineer,1990-12-05,1995-12-05,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",51775,1996-12-03,1997-12-03,Engineer,1990-12-05,1995-12-05,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",53198,1997-12-03,1998-12-03,Engineer,1990-12-05,1995-12-05,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",56270,1998-12-03,1999-12-03,Engineer,1990-12-05,1995-12-05,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",59882,1999-12-03,2000-12-02,Engineer,1990-12-05,1995-12-05,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",60992,2000-12-02,2001-12-02,Engineer,1990-12-05,1995-12-05,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",60574,2001-12-02,9999-01-01,Engineer,1990-12-05,1995-12-05,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",40000,1990-12-05,1991-12-05,"Senior Engineer",1995-12-05,9999-01-01,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",39765,1991-12-05,1992-12-04,"Senior Engineer",1995-12-05,9999-01-01,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",43565,1992-12-04,1993-12-04,"Senior Engineer",1995-12-05,9999-01-01,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",43104,1993-12-04,1994-12-04,"Senior Engineer",1995-12-05,9999-01-01,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",46100,1994-12-04,1995-12-04,"Senior Engineer",1995-12-05,9999-01-01,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",49735,1995-12-04,1996-12-03,"Senior Engineer",1995-12-05,9999-01-01,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",51775,1996-12-03,1997-12-03,"Senior Engineer",1995-12-05,9999-01-01,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",53198,1997-12-03,1998-12-03,"Senior Engineer",1995-12-05,9999-01-01,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",56270,1998-12-03,1999-12-03,"Senior Engineer",1995-12-05,9999-01-01,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",59882,1999-12-03,2000-12-02,"Senior Engineer",1995-12-05,9999-01-01,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",60992,2000-12-02,2001-12-02,"Senior Engineer",1995-12-05,9999-01-01,M
d005,Development,10037,1990-12-05,9999-01-01,110039,1963-07-22,"Pradeep Makrucki",60574,2001-12-02,9999-01-01,"Senior Engineer",1995-12-05,9999-01-01,M
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",40000,1989-09-20,1990-09-20,"Senior Staff",1996-09-20,9999-01-01,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",43527,1990-09-20,1991-09-20,"Senior Staff",1996-09-20,9999-01-01,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",46509,1991-09-20,1992-09-19,"Senior Staff",1996-09-20,9999-01-01,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",49874,1992-09-19,1993-09-19,"Senior Staff",1996-09-20,9999-01-01,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",52969,1993-09-19,1994-09-19,"Senior Staff",1996-09-20,9999-01-01,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",56629,1994-09-19,1995-09-19,"Senior Staff",1996-09-20,9999-01-01,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",58079,1995-09-19,1996-09-18,"Senior Staff",1996-09-20,9999-01-01,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",60322,1996-09-18,1997-09-18,"Senior Staff",1996-09-20,9999-01-01,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",62274,1997-09-18,1998-09-18,"Senior Staff",1996-09-20,9999-01-01,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",62517,1998-09-18,1999-09-18,"Senior Staff",1996-09-20,9999-01-01,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",62458,1999-09-18,2000-09-17,"Senior Staff",1996-09-20,9999-01-01,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",64238,2000-09-17,2001-09-17,"Senior Staff",1996-09-20,9999-01-01,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",64254,2001-09-17,9999-01-01,"Senior Staff",1996-09-20,9999-01-01,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",40000,1989-09-20,1990-09-20,Staff,1989-09-20,1996-09-20,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",43527,1990-09-20,1991-09-20,Staff,1989-09-20,1996-09-20,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",46509,1991-09-20,1992-09-19,Staff,1989-09-20,1996-09-20,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",49874,1992-09-19,1993-09-19,Staff,1989-09-20,1996-09-20,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",52969,1993-09-19,1994-09-19,Staff,1989-09-20,1996-09-20,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",56629,1994-09-19,1995-09-19,Staff,1989-09-20,1996-09-20,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",58079,1995-09-19,1996-09-18,Staff,1989-09-20,1996-09-20,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",60322,1996-09-18,1997-09-18,Staff,1989-09-20,1996-09-20,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",62274,1997-09-18,1998-09-18,Staff,1989-09-20,1996-09-20,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",62517,1998-09-18,1999-09-18,Staff,1989-09-20,1996-09-20,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",62458,1999-09-18,2000-09-17,Staff,1989-09-20,1996-09-20,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",64238,2000-09-17,2001-09-17,Staff,1989-09-20,1996-09-20,NULL
d009,"Customer Service",10038,1989-09-20,9999-01-01,110039,1960-07-20,"Huan Lortz",64254,2001-09-17,9999-01-01,Staff,1989-09-20,1996-09-20,NULL
d003,"Human Resources",10039,1988-01-19,9999-01-01,110039,1959-10-01,"Alejandro Brender",40000,1988-01-19,1989-01-18,"Senior Staff",1997-01-18,9999-01-01,NULL
d003,"Human Resources",10039,1988-01-19,9999-01-01,110039,1959-10-01,"Alejandro Brender",41525,1989-01-18,1990-01-18,"Senior Staff",1997-01-18,9999-01-01,NULL
d003,"Human Resources",10039,1988-01-19,9999-01-01,110039,1959-10-01,"Alejandro Brender",43801,1990-01-18,1991-01-18,"Senior Staff",1997-01-18,9999-01-01,NULL
d003,"Human Resources",10039,1988-01-19,9999-01-01,110039,1959-10-01,"Alejandro Brender",46278,1991-01-18,1992-01-18,"Senior Staff",1997-01-18,9999-01-01,NULL
d003,"Human Resources",10039,1988-01-19,9999-01-01,110039,1959-10-01,"Alejandro Brender",45838,1992-01-18,1993-01-17,"Senior Staff",1997-01-18,9999-01-01,NULL
d003,"Human Resources",10039,1988-01-19,9999-01-01,110039,1959-10-01,"Alejandro Brender",49155,1993-01-17,1994-01-17,"Senior Staff",1997-01-18,9999-01-01,NULL
d003,"Human Resources",10039,1988-01-19,9999-01-01,110039,1959-10-01,"Alejandro Brender",52999,1994-01-17,1995-01-17,"Senior Staff",1997-01-18,9999-01-01,NULL
